asset_id,asset_key,dataset,link,source,publisher,themes,used_by,datatype,size,variable_count,variables
ASSET-0131,MOP:municipal-boundary,Municipal boundary,https://data.melbourne.vic.gov.au/explore/dataset/municipal-boundary/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Property,,Geospatial,1,10,geo_point_2d | geo_shape | mccid_gis | maplabel | name | xorg | mccid_str | xsource | xdate | mccid_int
ASSET-0133,MOP:off-street-car-parks-with-capacity-and-type,Off-street car parks with capacity and type,https://data.melbourne.vic.gov.au/explore/dataset/off-street-car-parks-with-capacity-and-type/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Geospatial,151199,11,census_year | block_id | property_id | base_property_id | building_address | clue_small_area | parking_type | parking_spaces | longitude | latitude | location
ASSET-0134,MOP:older-people-profile-2016-60-years-and-over,Older People Profile 2016 (60 years and over),https://data.melbourne.vic.gov.au/explore/dataset/older-people-profile-2016-60-years-and-over/,City of Melbourne Open Data,data.melbourne.vic.gov.au,People,,Tabular,548,6,profile | census_year | category | sub_category | sub_order | value
ASSET-0135,MOP:on-street-car-park-bay-restrictions,On-street Car Park Bay Restrictions,https://data.melbourne.vic.gov.au/explore/dataset/on-street-car-park-bay-restrictions/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Tabular,4263,62,bayid | deviceid | description1 | description2 | description3 | description4 | description5 | description6 | disabilityext1 | disabilityext2 | disabilityext3 | disabilityext4 | disabilityext5 | disabilityext6 | duration1 | duration2 | duration3 | duration4 | duration5 | duration6 | effectiveonph1 | effectiveonph2 | effectiveonph3 | effectiveonph4 | effectiveonph5 | effectiveonph6 | endtime1 | endtime2 | endtime3 | endtime4 | endtime5 | endtime6 | exemption1 | exemption2 | exemption3 | exemption4 | exemption5 | exemption6 | fromday1 | fromday2 | fromday3 | fromday4 | fromday5 | fromday6 | starttime1 | starttime2 | starttime3 | starttime4 | starttime5 | starttime6 | today1 | today2 | today3 | today4 | today5 | today6 | typedesc1 | typedesc2 | typedesc3 | typedesc4 | typedesc5 | typedesc6
ASSET-0136,MOP:on-street-car-parking-meters-with-location,On-street Car Parking Meters with Location,https://data.melbourne.vic.gov.au/explore/dataset/on-street-car-parking-meters-with-location/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Geospatial,1386,9,barcode | creditcard | tapandgo | asset_id | meter_id | location_description | latitude | longitude | location
ASSET-0137,MOP:on-street-car-parking-sensor-data-2011,On-street Car Parking Sensor Data - 2011,https://data.melbourne.vic.gov.au/explore/dataset/on-street-car-parking-sensor-data-2011/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Tabular,0,Not stated,Not stated
ASSET-0138,MOP:on-street-car-parking-sensor-data-2012,On-street Car Parking Sensor Data - 2012,https://data.melbourne.vic.gov.au/explore/dataset/on-street-car-parking-sensor-data-2012/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Tabular,0,Not stated,Not stated
ASSET-0139,MOP:on-street-car-parking-sensor-data-2013,On-street Car Parking Sensor Data - 2013,https://data.melbourne.vic.gov.au/explore/dataset/on-street-car-parking-sensor-data-2013/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Tabular,0,Not stated,Not stated
ASSET-0140,MOP:on-street-car-parking-sensor-data-2014,On-street Car Parking Sensor Data - 2014,https://data.melbourne.vic.gov.au/explore/dataset/on-street-car-parking-sensor-data-2014/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Tabular,0,Not stated,Not stated
ASSET-0141,MOP:on-street-car-parking-sensor-data-2015,On-street Car Parking Sensor Data - 2015,https://data.melbourne.vic.gov.au/explore/dataset/on-street-car-parking-sensor-data-2015/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Tabular,0,Not stated,Not stated
ASSET-0142,MOP:on-street-car-parking-sensor-data-2016,On-street Car Parking Sensor Data - 2016,https://data.melbourne.vic.gov.au/explore/dataset/on-street-car-parking-sensor-data-2016/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Tabular,0,Not stated,Not stated
ASSET-0143,MOP:on-street-car-parking-sensor-data-2017,On-street Car Parking Sensor Data - 2017,https://data.melbourne.vic.gov.au/explore/dataset/on-street-car-parking-sensor-data-2017/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Tabular,0,Not stated,Not stated
ASSET-0144,MOP:on-street-car-parking-sensor-data-2018,On-street Car Parking Sensor Data - 2018,https://data.melbourne.vic.gov.au/explore/dataset/on-street-car-parking-sensor-data-2018/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Tabular,0,Not stated,Not stated
ASSET-0145,MOP:on-street-car-parking-sensor-data-2019,On-street Car Parking Sensor Data - 2019,https://data.melbourne.vic.gov.au/explore/dataset/on-street-car-parking-sensor-data-2019/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Tabular,0,Not stated,Not stated
ASSET-0146,MOP:on-street-car-parking-sensor-data-2020-jan-may,On-street Car Parking Sensor Data - 2020 (Jan - May),https://data.melbourne.vic.gov.au/explore/dataset/on-street-car-parking-sensor-data-2020-jan-may/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Tabular,0,Not stated,Not stated
ASSET-0147,MOP:on-street-parking-bay-sensors,On-street Parking Bay Sensors,https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bay-sensors/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Geospatial,6324,6,lastupdated | status_timestamp | zone_number | status_description | kerbsideid | location
ASSET-0148,MOP:on-street-parking-bays,On-street Parking Bays,https://data.melbourne.vic.gov.au/explore/dataset/on-street-parking-bays/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Geospatial,29053,7,roadsegmentid | kerbsideid | roadsegmentdescription | latitude | longitude | lastupdated | location
ASSET-0149,MOP:organic-waste-collected-at-degraves-st-recycling-facility-2016,Organic waste collected at Degraves St Recycling Facility 2016,https://data.melbourne.vic.gov.au/explore/dataset/organic-waste-collected-at-degraves-st-recycling-facility-2016/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Tabular,366,7,day | date | gross_weight_bin_1_kg | gross_weight_bin_2_kg | gross_weight_bin_3_kg | gross_weight_bin_4_kg | daily_estimated_net_weight_kg
ASSET-0150,MOP:outdoor-artworks,Outdoor artworks,https://data.melbourne.vic.gov.au/explore/dataset/outdoor-artworks/,City of Melbourne Open Data,data.melbourne.vic.gov.au,People,,Geospatial,202,19,geo_point_2d | geo_shape | road_segment | location | latitude | asset_id | history | owner_type | description | object_type | art_date | inscription | longitude | company | service_manager | makers | property | classification | title
ASSET-0151,MOP:outdoor-non-smoking-zones,Outdoor non-smoking zones,https://data.melbourne.vic.gov.au/explore/dataset/outdoor-non-smoking-zones/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Property,,Geospatial,12,19,geo_point_2d | geo_shape | name | shape_stle | location | property_i | xorg | mccid_str | last_edite | created_us | created_da | xsource | last_edi_1 | xdate | mccid_int | shape_star | legislatio | roadseg_id | venue_type
ASSET-0152,MOP:parking-bay-arrivals-and-departures-2014,Parking bay arrivals and departures 2014,https://data.melbourne.vic.gov.au/explore/dataset/parking-bay-arrivals-and-departures-2014/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Tabular,0,Not stated,Not stated
ASSET-0153,MOP:parking-restrictions-southeast-cbd-only-2014,Parking restrictions (southeast CBD only) 2014,https://data.melbourne.vic.gov.au/explore/dataset/parking-restrictions-southeast-cbd-only-2014/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Geospatial,2188,50,geo_point_2d | geo_shape | period4st | lable | period1et | period3des | a_code | period6des | period2des | refline_id | period5et | limitation | period4ed | period5sd | exceptions | period3et | moddes | code0 | period1ed | period4des | period1des | period2st | period6sd | period6et | period5st | fromasseti | code | period5ed | code1 | type_code | period3sd | period5des | comment | period2et | park | period1st | period2sd | period6st | notes | period4sd | period2ed | period6ed | period3st | type | descript0 | period4et | period3ed | toassetid | period1sd | descriptio
ASSET-0154,MOP:parking-zones-linked-to-street-segments,Parking zones linked to street segments,https://data.melbourne.vic.gov.au/explore/dataset/parking-zones-linked-to-street-segments/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Tabular,926,5,parkingzone | onstreet | streetfrom | streetto | segment_id
ASSET-0155,MOP:patents-2010-14-with-per-capita-count-standard-and-innovation-only,Patents 2010-14 with per-capita count (Standard and Innovation only),https://data.melbourne.vic.gov.au/explore/dataset/patents-2010-14-with-per-capita-count-standard-and-innovation-only/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,5,3,year | total_patents_granted | patents_granted_per_100_000_residents
ASSET-0156,MOP:patents-by-postcode-2010-14-standard-and-innovation-only,Patents by postcode 2010-14 (Standard and Innovation only),https://data.melbourne.vic.gov.au/explore/dataset/patents-by-postcode-2010-14-standard-and-innovation-only/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,16,6,postcode | 2010 | 2011 | 2012 | 2013 | 2014
ASSET-0157,MOP:pay-stay-parking-restrictions,Pay Stay parking restrictions,https://data.melbourne.vic.gov.au/explore/dataset/pay-stay-parking-restrictions/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Tabular,6270,8,pay_stay_zone | day_of_week | start_time | end_time | minimum_stay | maximum_stay | cost_per_hour | day_of_week_name
ASSET-0158,MOP:pay-stay-zones-linked-to-street-segments,Pay Stay zones linked to street segments,https://data.melbourne.vic.gov.au/explore/dataset/pay-stay-zones-linked-to-street-segments/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Tabular,935,5,pay_stay_zone | street | between_street_1 | between_street_2 | street_segment_id
ASSET-0011,MOP:pedestrian-counting-system-monthly-counts-per-hour,Pedestrian Counting System (counts per hour),https://data.melbourne.vic.gov.au/explore/dataset/pedestrian-counting-system-monthly-counts-per-hour/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,UC00088 | UC00157,Geospatial,1619253,9,id | location_id | sensing_date | hourday | direction_1 | direction_2 | pedestriancount | sensor_name | location
ASSET-0159,MOP:pedestrian-counting-system-past-hour-counts-per-minute,Pedestrian Counting System - Past Hour (counts per minute),https://data.melbourne.vic.gov.au/explore/dataset/pedestrian-counting-system-past-hour-counts-per-minute/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Tabular,1095492,7,location_id | sensing_datetime | sensing_date | sensing_time | direction_1 | direction_2 | total_of_directions
ASSET-0160,MOP:pedestrian-counting-system-sensor-locations,Pedestrian Counting System - Sensor Locations,https://data.melbourne.vic.gov.au/explore/dataset/pedestrian-counting-system-sensor-locations/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Geospatial,134,12,location_id | sensor_description | sensor_name | installation_date | note | location_type | status | direction_1 | direction_2 | latitude | longitude | location
ASSET-0012,MOP:pedestrian-network,Pedestrian Network,https://data.melbourne.vic.gov.au/explore/dataset/pedestrian-network/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,UC00010,Geospatial,85326,4,geo_point_2d | geo_shape | objectid | neworkid
ASSET-0161,MOP:planned-capital-works-and-maintenance-2014-15-with-funding-sources,"Planned capital works and maintenance 2014-15, with funding sources",https://data.melbourne.vic.gov.au/explore/dataset/planned-capital-works-and-maintenance-2014-15-with-funding-sources/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Tabular,133,14,financial_year | program | category | sub_category | expenditure_type | program_code | description | cash_000 | grants_000 | parking_levy_000 | external_000 | public_open_space_000 | proceeds_from_sale_of_assets_000 | total_funding_000
ASSET-0162,MOP:plaques-located-at-the-shrine-of-remembrance,Plaques located at the Shrine of Remembrance,https://data.melbourne.vic.gov.au/explore/dataset/plaques-located-at-the-shrine-of-remembrance/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Geospatial,310,9,asset_number | title_of_plaque | description_of_plaque | tree_common_name | tree_scientific_name | date_of_tree_planted | lon | lat | location
ASSET-0163,MOP:playgrounds,Playgrounds,https://data.melbourne.vic.gov.au/explore/dataset/playgrounds/,City of Melbourne Open Data,data.melbourne.vic.gov.au,People,,Geospatial,45,6,geo_point_2d | geo_shape | council_re | features | location_d | name
ASSET-0164,MOP:polystyrene-collected-at-degraves-st-recycling-facility-2016,Polystyrene collected at Degraves St Recycling Facility 2016,https://data.melbourne.vic.gov.au/explore/dataset/polystyrene-collected-at-degraves-st-recycling-facility-2016/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Tabular,53,10,week_beginning_date | monday | tuesday | wednesday | thursday | friday | saturday | sunday | weekly_total_bags | weekly_estimated_total_kg
ASSET-0165,MOP:postcodes,Postcodes,https://data.melbourne.vic.gov.au/explore/dataset/postcodes/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Property,,Geospatial,17,10,geo_point_2d | geo_shape | mccid_gis | maplabel | name | xorg | mccid_str | xsource | xdate | mccid_int
ASSET-0166,MOP:pre-colonial-plant-list,Pre-colonial plant list,https://data.melbourne.vic.gov.au/explore/dataset/pre-colonial-plant-list/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Tabular,1067,19,species | common_name_s | certain | beach_and_dunes | saltmarsh | coastal_marshlands_and_brackish_flats | swamp_scrub | woodlands_and_heathlands_on_sand | woodlands_and_forests_on_sedimentary_hills_valleys_and_ridges | grasslands_and_woodlands_on_fertile_plains | cliffs_and_escarpments | river_banks_and_creeklines | wet_heathland | freshwater_wetland | saltwater_wetland | most_likely_occurrence | epbc_category_of_threat | ffg_extinction_risk | ffg_category_of_threat
ASSET-0167,MOP:properties-leased-by-city-of-melbourne,Properties leased by City of Melbourne,https://data.melbourne.vic.gov.au/explore/dataset/properties-leased-by-city-of-melbourne/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Property,,Tabular,275,5,financial_year | address | lease_start_date | lease_end_date | rent_pa
ASSET-0168,MOP:properties-owned-by-city-of-melbourne-2014-values-over-25-million-only,Properties owned by City of Melbourne 2014 (values over $2.5 million only),https://data.melbourne.vic.gov.au/explore/dataset/properties-owned-by-city-of-melbourne-2014-values-over-25-million-only/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Property,,Geospatial,74,4,consolidated_value_2014_million | ownership_or_control | location | address
ASSET-0169,MOP:property-boundaries,Property boundaries,https://data.melbourne.vic.gov.au/explore/dataset/property-boundaries/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Property,,Geospatial,15341,8,gis_id | polyarea | address | property_id | property_name | date_updated | json_geometry | geo_point_2d
ASSET-0170,MOP:property-level-energy-consumption-modelled-on-building-attributes-baseline-2011-,Property level energy consumption (modelled on building attributes) - baseline 2011 and business as usual projections 2016-2026,https://data.melbourne.vic.gov.au/explore/dataset/property-level-energy-consumption-modelled-on-building-attributes-baseline-2011-/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,13587,16,geo_point_2d | geo_shape | total_2011 | p_com_2011 | p_res_2026 | p_com_2026 | total_2026 | p_com_2021 | property_id | p_res_2011 | total_2016 | total_2021 | p_res_2021 | floor_area | p_res_2016 | p_com_2016
ASSET-0171,MOP:public-artworks-fountains-and-monuments,"Public artworks, fountains and monuments",https://data.melbourne.vic.gov.au/explore/dataset/public-artworks-fountains-and-monuments/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Geospatial,261,14,asset_type | name | xorg | xsource | address_point | artist | alternate_name | art_date | mel_way_ref | respective_author | structure | co_ordinates | easting | northing
ASSET-0172,MOP:public-barbecues,Public barbecues,https://data.melbourne.vic.gov.au/explore/dataset/public-barbecues/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Geospatial,65,23,assetid | description | class | type | company | contract | assetmanager | primaryservicemanager | ownership | conditionrating | evaluationdate | installationdate | modelno | modeldescription | colourscheme | locationdescription | propertyname | easting | northing | latitude | longitude | json_geometry | geo_point_2d
ASSET-0173,MOP:public-memorials-and-sculptures,Public memorials and sculptures,https://data.melbourne.vic.gov.au/explore/dataset/public-memorials-and-sculptures/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Geospatial,163,3,description | title | co_ordinates
ASSET-0174,MOP:public-open-space-contribution-register,Public Open Space Contribution Register,https://data.melbourne.vic.gov.au/explore/dataset/public-open-space-contribution-register/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Property,,Geospatial,648,11,reference_id | status | development_address | prior_use | proposed_use | date_paid | contribution_percentage | contribution_amount | polygon | json_geometry | geo_point_2d
ASSET-0013,MOP:public-toilets,Public toilets,https://data.melbourne.vic.gov.au/explore/dataset/public-toilets/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Geospatial,74,9,name | female | male | wheelchair | operator | baby_facil | lat | lon | location
ASSET-0175,MOP:pumping-station-locations,Pumping Station Locations,https://data.melbourne.vic.gov.au/explore/dataset/pumping-station-locations/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Geospatial,9,8,asset_number | asset_description | number_of_penstocks | number_of_pumps | service_frequency | lat | lon | location
ASSET-0176,MOP:renewals-for-nature-city-of-melbourne-garden-bed-inventory-2024,Renewals for Nature: City of Melbourne garden bed inventory 2024,https://data.melbourne.vic.gov.au/explore/dataset/renewals-for-nature-city-of-melbourne-garden-bed-inventory-2024/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Tabular,17721,39,objectid | asset_id_no_fill | asset_id | asessment_date_current | assessed_bed_type | bed_type_origin | spatial_dimensions_match | botanical_name | common_name | origin | form | level_of_certainty | dominant_species_only_above_25 | logs_present_absent | logs_cover_lineal_m | rocks_present_absent | rocks_percentage_cover | plant_cover_ground_layer | plant_cover_score | plant_condition | plant_condition_score | mulch_condition | mulch_score | weed_percentage_number | weed_cover_score | infrastructure_condition | infrastructure_score | total_score_26_beds_15_mulch | overall_condition_rating | condition_rating_score | neighbourhood | area_m2 | site_type | site | irrigation | previous_condition | corridor | x_coord | y_coord
ASSET-0014,MOP:residential-dwellings,Residential dwellings,https://data.melbourne.vic.gov.au/explore/dataset/residential-dwellings/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Property,UC00010,Geospatial,219680,11,census_year | block_id | property_id | base_property_id | building_address | clue_small_area | dwelling_type | dwelling_number | longitude | latitude | location
ASSET-0177,MOP:residents-profiles-by-clue-small-area,Residents Profiles by CLUE Small Area,https://data.melbourne.vic.gov.au/explore/dataset/residents-profiles-by-clue-small-area/,City of Melbourne Open Data,data.melbourne.vic.gov.au,People,,Tabular,10776,7,geography | year | topic | category | sub_category | value_description | value
ASSET-0178,MOP:road-corridors,Road corridors,https://data.melbourne.vic.gov.au/explore/dataset/road-corridors/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Geospatial,4177,11,geo_point_2d | geo_shape | seg_id | str_type | dtupdate | status_id | seg_descr | poly_area | gisid | street_id | seg_part
ASSET-0179,MOP:road-segment,Road Segment,https://data.melbourne.vic.gov.au/explore/dataset/road-segment/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Not stated,,Geospatial,3974,23,geo_point_2d | geo_shape | treeplantingschedule | streetcleaningarea | latitude | seg_length | streetcleaningcategory | easting | segid | northing | parkingofficersectionid | objectid | streetfrom | longitude | streetto | streetname | parkingofficerareaid | responsibleauthoritycommonname | asset_number | segdescr | parkingofficersection | segtype | inspectfrequency
ASSET-0180,MOP:road-segments-with-surface-type,"Road segments, with surface type",https://data.melbourne.vic.gov.au/explore/dataset/road-segments-with-surface-type/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Geospatial,56519,10,geo_point_2d | geo_shape | assetno | condition | material | length | instaldate | type | area_sqm | width
ASSET-0181,MOP:rooftops-with-environmental-retrofitting-opportunities-rooftop-project,"Rooftops with environmental retrofitting opportunities (""Rooftop Project"")",https://data.melbourne.vic.gov.au/explore/dataset/rooftops-with-environmental-retrofitting-opportunities-rooftop-project/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Tabular,0,Not stated,Not stated
ASSET-0182,MOP:sdg-indicators,SDG Indicators,https://data.melbourne.vic.gov.au/explore/dataset/sdg-indicators/,City of Melbourne Open Data,City of Melbourne,City Council,,Tabular,1,3,column_1 | column_2 | column_3
ASSET-0183,MOP:self-guided-walks,Self Guided Walks,https://data.melbourne.vic.gov.au/explore/dataset/self-guided-walks/,City of Melbourne Open Data,data.melbourne.vic.gov.au,People,,Geospatial,34,4,geo_point_2d | geo_shape | name | distance
ASSET-0184,MOP:sensor-readings-with-temperature-light-humidity-every-5-minutes-at-8-locations-t,"Sensor readings, with temperature, light, humidity every 5 minutes at 8 locations (trial, 2014 to 2015)",https://data.melbourne.vic.gov.au/explore/dataset/sensor-readings-with-temperature-light-humidity-every-5-minutes-at-8-locations-t/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,56570,21,timestamp | mac | boardtype | boardid | temp_max | temp_min | temp_avg | light_max | light_min | light_avg | humidity_min | humidity_max | humidity_avg | model | latitude | longitude | elevation | location | rowid | position | geolocation
ASSET-0185,MOP:sign-panels-non-parking,Sign Panels (Non Parking),https://data.melbourne.vic.gov.au/explore/dataset/sign-panels-non-parking/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Geospatial,26827,8,asset_description | model_descr_lupvalue | model_no_lupvalue | panel_text | parent_sign_id | lat | lon | location
ASSET-0186,MOP:sign-plates-located-in-each-parking-zone,Sign plates located in each Parking zone,https://data.melbourne.vic.gov.au/explore/dataset/sign-plates-located-in-each-parking-zone/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Tabular,1821,5,parkingzone | restriction_days | time_restrictions_start | time_restrictions_finish | restriction_display
ASSET-0187,MOP:sign-plates-located-in-each-pay-stay-zone,Sign plates located in each Pay Stay zone,https://data.melbourne.vic.gov.au/explore/dataset/sign-plates-located-in-each-pay-stay-zone/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Transport,,Tabular,1495,6,pay_stay_zone | restriction_and_payment_display | sign_exemptions | days_of_restriction | time_restrictions_start | time_restrictions_finish
ASSET-0015,MOP:small-areas-for-census-of-land-use-and-employment-clue,Small Areas for Census of Land Use and Employment (CLUE),https://data.melbourne.vic.gov.au/explore/dataset/small-areas-for-census-of-land-use-and-employment-clue/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Geospatial,13,5,geo_point_2d | geo_shape | featurenam | shape_area | shape_len
ASSET-0188,MOP:social-indicators-for-city-of-melbourne-residents-2018,Social Indicators for City of Melbourne Residents 2018,https://data.melbourne.vic.gov.au/explore/dataset/social-indicators-for-city-of-melbourne-residents-2018/,City of Melbourne Open Data,data.melbourne.vic.gov.au,People,,Tabular,666,10,indicator | type | topic | description | response | year | respondent_group | sample_size | result | format
ASSET-0189,MOP:social-indicators-for-city-of-melbourne-residents-2019,Social Indicators for City of Melbourne Residents 2019,https://data.melbourne.vic.gov.au/explore/dataset/social-indicators-for-city-of-melbourne-residents-2019/,City of Melbourne Open Data,data.melbourne.vic.gov.au,People,,Tabular,664,10,indicator | type | topic | description | response | year | respondent_group | sample_size | result | format
ASSET-0190,MOP:social-indicators-for-city-of-melbourne-residents-2020,Social Indicators for City of Melbourne Residents 2020,https://data.melbourne.vic.gov.au/explore/dataset/social-indicators-for-city-of-melbourne-residents-2020/,City of Melbourne Open Data,data.melbourne.vic.gov.au,People,,Tabular,664,10,indicator | type | topic | description | response | year | respondent_group | sample_size | result | format
ASSET-0191,MOP:social-indicators-for-city-of-melbourne-residents-2021,Social Indicators for City of Melbourne Residents 2021,https://data.melbourne.vic.gov.au/explore/dataset/social-indicators-for-city-of-melbourne-residents-2021/,City of Melbourne Open Data,City of Melbourne,People,,Tabular,664,10,indicator | type | topic | description | response | year | respondent_group0 | sample_size | result | format
ASSET-0192,MOP:social-indicators-for-city-of-melbourne-residents-2022,Social Indicators for City of Melbourne Residents 2022,https://data.melbourne.vic.gov.au/explore/dataset/social-indicators-for-city-of-melbourne-residents-2022/,City of Melbourne Open Data,data.melbourne.vic.gov.au,People,,Tabular,666,10,indicator | type | topic | description | response | year | respondent_group | sample_size | result | format
ASSET-0193,MOP:social-indicators-for-city-of-melbourne-residents-2023,Social Indicators for City of Melbourne Residents 2023,https://data.melbourne.vic.gov.au/explore/dataset/social-indicators-for-city-of-melbourne-residents-2023/,City of Melbourne Open Data,City of Melbourne,People,,Tabular,594,10,indicator | type | topic | description | response | respondent_group | year | sample_size | result | format
ASSET-0194,MOP:soil-sensor-locations,Soil Sensor Locations,https://data.melbourne.vic.gov.au/explore/dataset/soil-sensor-locations/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,84,6,site_id | site_name | property_name | latitude | longitude | location
ASSET-0195,MOP:soil-sensor-readings-historical-data,Soil Sensor Readings - Historical data,https://data.melbourne.vic.gov.au/explore/dataset/soil-sensor-readings-historical-data/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Tabular,1483301,10,local_time | site_name | site_id | id | probe_id | probe_measure | soil_value | unit | json_featuretype | year
ASSET-0196,MOP:soil-sensor-readings-historical-data-2022,Soil Sensor Readings - Historical data (2022),https://data.melbourne.vic.gov.au/explore/dataset/soil-sensor-readings-historical-data-2022/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Tabular,0,Not stated,Not stated
ASSET-0197,MOP:soil-textures-at-various-depths,Soil textures at various depths,https://data.melbourne.vic.gov.au/explore/dataset/soil-textures-at-various-depths/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,124,8,geo_point_2d | geo_shape | location | _0_400 | _400_700 | id | _700_1000 | id_text
ASSET-0198,MOP:soil-types-by-area-urban-forest,Soil types by area (Urban Forest),https://data.melbourne.vic.gov.au/explore/dataset/soil-types-by-area-urban-forest/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Environment,,Geospatial,27,7,geo_point_2d | geo_shape | source | shape_area | soil | sub_base | shape_len
ASSET-0200,MOP:sources-of-funding-works,Sources of Funding - Works,https://data.melbourne.vic.gov.au/explore/dataset/sources-of-funding-works/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,9,6,actual_budget_plan | category | sub_category | description | year | value_000
ASSET-0199,MOP:sources-of-funding-operating-2014-15,Sources of Funding – Operating 2014-15,https://data.melbourne.vic.gov.au/explore/dataset/sources-of-funding-operating-2014-15/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,20,6,year | actual_budget_plan | category | sub_category | description | value_000
ASSET-0201,MOP:staff-counts-2014-15,Staff counts 2014-15,https://data.melbourne.vic.gov.au/explore/dataset/staff-counts-2014-15/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Tabular,52,6,as_at_date | actual_budget_plan | category | description | year | value_fte
ASSET-0202,MOP:staff-salary-and-wages-budget-2014-15,Staff salary and wages budget 2014-15,https://data.melbourne.vic.gov.au/explore/dataset/staff-salary-and-wages-budget-2014-15/,City of Melbourne Open Data,data.melbourne.vic.gov.au,City Council,,Tabular,52,6,as_at_date | year | actual_budget_plan | category | description | value_000
ASSET-0203,MOP:standard-balance-sheet-2013-14,Standard Balance Sheet 2013-14,https://data.melbourne.vic.gov.au/explore/dataset/standard-balance-sheet-2013-14/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,72,7,as_at_date | year | actual_budget_plan | category | sub_category | type | value_000
ASSET-0204,MOP:standard-income-statement-2014-15,Standard Income Statement 2014-15,https://data.melbourne.vic.gov.au/explore/dataset/standard-income-statement-2014-15/,City of Melbourne Open Data,data.melbourne.vic.gov.au,Business,,Tabular,128,7,as_at_date | year | actual_budget_plan | category | sub_category | description | value_000
